seed,feature,standardization_mean,standardization_scale,logistic_coefficient,logistic_intercept
105,base_entropy,0.508565686486219,0.15667874886805172,-0.38811705226766613,0.5743622983039388
105,recovery_entropy,0.5200098440449653,0.18276292103749867,0.5312063097369526,0.5743622983039388
105,entropy_delta,0.011444157558746153,0.16234024094687707,0.9726147385502399,0.5743622983039388
105,base_recovery_js,0.12015320527242478,0.08430611772970645,0.4304922094002813,0.5743622983039388
105,base_consensus_js,0.11588015813324737,0.09489958456942663,-0.5086947488710295,0.5743622983039388
105,recovery_consensus_js,0.040183746359859586,0.04957733555151427,0.6089038501347891,0.5743622983039388
105,base_consensus_agreement,0.28350515463917525,0.4506994363566395,0.9281263035019295,0.5743622983039388
105,recovery_consensus_agreement,0.634020618556701,0.4817037199375558,-0.664058349274046,0.5743622983039388
105,removal_fraction,0.8234536082474226,0.1832662713057718,1.4117237807149776,0.5743622983039388
106,base_confidence,0.5494255737765975,0.12741937044216423,-0.00878090444418926,0.7559409879555735
106,recovery_confidence,0.5313165537689043,0.1333885823222486,0.6451269302049658,0.7559409879555735
106,confidence_delta,-0.01810902000769325,0.1305081041117033,0.6679387808708419,0.7559409879555735
106,base_entropy,0.510593872618808,0.16136729096508703,-0.10239530603156308,0.7559409879555735
106,recovery_entropy,0.5339423345744934,0.1636983396379011,0.20540502846484154,0.7559409879555735
106,entropy_delta,0.02334846195568534,0.08579378786555054,0.584514526079818,0.7559409879555735
106,base_recovery_js,0.042868834619066154,0.053176511230799355,0.7694551226547168,0.7559409879555735
106,base_consensus_js,0.039021393359595154,0.04518960668492522,-0.25010401503565094,0.7559409879555735
106,recovery_consensus_js,0.04154745731228511,0.03972409873545453,0.5331300476922569,0.7559409879555735
106,base_consensus_agreement,0.6630434782608695,0.4726698892425847,0.8942131010599936,0.7559409879555735
106,recovery_consensus_agreement,0.2826086956521739,0.4502677212436518,-1.1587270824774047,0.7559409879555735
106,removal_fraction,0.8260869565217391,0.15080909701643053,-0.12044752394303382,0.7559409879555735
107,base_confidence,0.6005650605740291,0.12371312370706967,-0.1982460337731529,0.017647809593465496
107,recovery_confidence,0.5944375374487468,0.13872567900169708,0.04982703616703787,0.017647809593465496
107,confidence_delta,-0.006127522992236274,0.18679772563857458,0.16829930937307394,0.017647809593465496
107,base_entropy,0.5257903540655574,0.14518188443211705,-0.3326456195440494,0.017647809593465496
107,recovery_entropy,0.5399226645781129,0.15053273864999986,-0.3048580253196577,0.017647809593465496
107,entropy_delta,0.014132310512555353,0.1518123953756866,0.015828776278434924,0.017647809593465496
107,base_recovery_js,0.11139298639526325,0.07544506535660472,-0.14835074346346228,0.017647809593465496
107,base_consensus_js,0.11218234910188005,0.09134996912338238,-0.6622324639207474,0.017647809593465496
107,recovery_consensus_js,0.024465239388437452,0.03791562791699966,0.7607387827784419,0.017647809593465496
107,base_consensus_agreement,0.14285714285714285,0.3499271061118826,0.21321582681863893,0.017647809593465496
107,recovery_consensus_agreement,0.7633928571428571,0.4249990621238151,-1.058879324098248,0.017647809593465496
107,removal_fraction,0.8459821428571429,0.17911468702955063,0.5357418747811267,0.017647809593465496
108,base_confidence,0.5537173486635333,0.1189126088285408,0.21975464263527547,0.006995866099633819
108,recovery_confidence,0.5222872822988228,0.10459787496284136,0.18199522690979253,0.006995866099633819
108,confidence_delta,-0.03143006636471045,0.12567762381354397,-0.056456222313102315,0.006995866099633819
108,base_entropy,0.5526825460065127,0.14592217707574745,-0.1567987778848971,0.006995866099633819
108,recovery_entropy,0.5717655974838173,0.1360717120749456,-0.48851334542021535,0.006995866099633819
108,entropy_delta,0.019083051477304363,0.07070994996936047,-0.6164963809180514,0.006995866099633819
108,base_recovery_js,0.04137934974707724,0.0429272575379174,-0.02552914626427898,0.006995866099633819
108,base_consensus_js,0.03830031479539047,0.03847176567338292,-0.6604535331125189,0.006995866099633819
108,recovery_consensus_js,0.020649325049810048,0.036685933777402924,0.24715411495498085,0.006995866099633819
108,base_consensus_agreement,0.3114754098360656,0.46309661940411584,0.43021814025824867,0.006995866099633819
108,recovery_consensus_agreement,0.639344262295082,0.48019077101235447,-0.6576984357463305,0.006995866099633819
108,removal_fraction,0.8729508196721312,0.1845627909704541,-0.0322920252734022,0.006995866099633819
109,base_confidence,0.5699976641135137,0.1598364193422448,0.32707888743467156,1.2046102928656692
109,recovery_confidence,0.5796782281555113,0.17304427615317175,0.8775733148864088,1.2046102928656692
109,confidence_delta,0.009680564041997566,0.20395824186891387,0.4882368073159603,1.2046102928656692
109,base_entropy,0.5284330253601942,0.18042125777034157,0.4689117806104037,1.2046102928656692
109,recovery_entropy,0.5347089856360497,0.19745527514665392,0.8981146481451736,1.2046102928656692
109,entropy_delta,0.006275960275855569,0.15688118458024608,0.5911213761536257,1.2046102928656692
109,base_recovery_js,0.08896334930781091,0.09671155100419883,1.3627616836217733,1.2046102928656692
109,base_consensus_js,0.08764748114790975,0.12579220357149293,-0.6465176424708352,1.2046102928656692
109,recovery_consensus_js,0.06873018535090475,0.06665041925883555,0.9113571280200577,1.2046102928656692
109,base_consensus_agreement,0.6229508196721312,0.4846473934129339,0.040478602936702114,1.2046102928656692
109,recovery_consensus_agreement,0.2786885245901639,0.4483539124976178,-0.9425737344239972,1.2046102928656692
109,removal_fraction,0.8258196721311475,0.19175992574363387,0.8706713763290224,1.2046102928656692
110,base_confidence,0.5841777174159734,0.16328719000678404,0.4941354693893878,0.5888014295037137
110,recovery_confidence,0.5837273001670837,0.1322103495565812,0.7498339143189077,0.5888014295037137
110,confidence_delta,-0.0004504169478560939,0.1832305140282311,0.10069180831059588,0.5888014295037137
110,base_entropy,0.47774045101530144,0.17763269063965928,0.3417507230357818,0.5888014295037137
110,recovery_entropy,0.5042715916525199,0.15270449206424985,0.30772453243914255,0.5888014295037137
110,entropy_delta,0.026531140637218585,0.12603709188398485,-0.1088186170757696,0.5888014295037137
110,base_recovery_js,0.0661240438278059,0.0650658300882481,1.8841416552096653,0.5888014295037137
110,base_consensus_js,0.04358304448977642,0.06341202935462177,-0.8836467181560377,0.5888014295037137
110,recovery_consensus_js,0.033713391305953896,0.050568560573119314,-0.4649283550477368,0.5888014295037137
110,base_consensus_agreement,0.3434343434343434,0.47485492014315783,0.5337443692966299,0.5888014295037137
110,recovery_consensus_agreement,0.6262626262626263,0.48379515211426455,-1.347260111806196,0.5888014295037137
110,removal_fraction,0.8383838383838383,0.17156856314609123,0.716998652945461,0.5888014295037137
