method,seed,sample,y,clean_correct,fault_correct,true_probability_change,score_change,weight_reduction,fault_score,fault_weight
PDRF,101,61,4,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,64,4,False,False,-0.3832886219024658,3.834786891937256,0.12853902578353882,2.990677833557129,0.10416071861982346
PDRF,101,65,4,False,True,0.5563755631446838,1.9422729015350342,0.07524935901165009,1.1160104274749756,0.1567433625459671
PDRF,101,66,4,True,False,-0.5112455487251282,3.829589366912842,0.22459128499031067,2.999866485595703,0.28584960103034973
PDRF,101,67,4,True,True,0.36147308349609375,3.8074216842651367,0.16490931808948517,2.999215841293335,0.15172411501407623
PDRF,101,72,4,True,False,-0.444094717502594,3.6582701206207275,0.11892811208963394,2.972446918487549,0.10207126289606094
PDRF,101,79,4,True,False,-0.4032893776893616,3.2010586261749268,0.0964992344379425,2.9978489875793457,0.09766547381877899
PDRF,101,80,4,True,False,-0.8651092648506165,2.9907305240631104,0.17138153314590454,2.9997434616088867,0.28184834122657776
PDRF,101,85,4,True,False,-0.8321722149848938,2.6762189865112305,0.10220229625701904,2.9999005794525146,0.14198049902915955
PDRF,101,86,4,True,True,-0.018259942531585693,2.647355794906616,0.07500851154327393,2.9987220764160156,0.09648206830024719
PDRF,101,87,4,True,True,0.022208571434020996,2.6434733867645264,0.13443803787231445,2.999969482421875,0.22363612055778503
PDRF,101,89,4,True,True,-0.03817176818847656,2.6187894344329834,0.10051341354846954,2.9999892711639404,0.1438770443201065
PDRF,101,91,4,True,True,-0.021137237548828125,2.545161247253418,0.09710171818733215,2.99894380569458,0.14381809532642365
PDRF,101,92,4,True,True,-0.04648399353027344,2.5363428592681885,0.07086410373449326,2.996756076812744,0.09608743339776993
PDRF,101,93,4,True,True,-0.05219137668609619,2.3800814151763916,0.08169965445995331,3.0,0.12698200345039368
PDRF,101,94,4,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,97,4,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,102,4,True,True,-0.07799768447875977,2.3944807052612305,0.08938443660736084,2.9999709129333496,0.1418633759021759
PDRF,101,103,2,False,False,-0.01831435225903988,2.3055014610290527,0.08671608567237854,2.9893131256103516,0.14473338425159454
PDRF,101,104,2,False,False,0.1759086400270462,2.1794979572296143,0.08110369741916656,2.999966859817505,0.14459650218486786
PDRF,101,106,2,False,False,0.055696599185466766,1.7919508218765259,0.04678305238485336,2.9995245933532715,0.09663856774568558
PDRF,101,107,2,False,False,0.019547751173377037,1.7316968441009521,0.04479888081550598,2.999008893966675,0.09627284109592438
PDRF,101,110,2,False,True,0.2625960111618042,1.6234489679336548,0.05354790389537811,3.0,0.13121062517166138
PDRF,101,112,3,True,True,0.17687124013900757,0.23356080055236816,0.007365509867668152,2.9998700618743896,0.14441579580307007
PDRF,101,117,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,122,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,124,2,True,True,-0.00226438045501709,3.691734790802002,0.11885541677474976,2.9998042583465576,0.10037007927894592
PDRF,101,125,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,127,3,True,False,-0.14841386675834656,3.7958297729492188,0.12832218408584595,2.9998528957366943,0.10584846884012222
PDRF,101,128,3,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,130,3,True,False,-0.153252512216568,3.5055646896362305,0.11743155866861343,2.997427463531494,0.1081407442688942
PDRF,101,132,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,134,4,True,False,-0.7436559200286865,1.4161567687988281,0.050318390130996704,2.9998245239257812,0.14769421517848969
PDRF,101,135,4,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,139,3,True,True,-0.0603945255279541,3.294562578201294,0.14016206562519073,2.986414670944214,0.15564842522144318
PDRF,101,143,4,True,True,0.021545231342315674,2.3226237297058105,0.08071421086788177,2.9970991611480713,0.1298859864473343
PDRF,101,146,3,False,False,-0.15089651942253113,2.7909371852874756,0.11057978868484497,2.9999516010284424,0.1477339267730713
PDRF,101,147,4,True,True,-0.012260496616363525,1.9452338218688965,0.07018482685089111,2.993582010269165,0.1422983705997467
PDRF,101,149,4,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,150,4,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,154,4,True,True,-0.09853541851043701,0.12087845802307129,0.003211796283721924,2.999603748321533,0.11929965764284134
PDRF,101,160,4,False,True,0.28057408332824707,3.8907859325408936,0.1563575565814972,2.999804973602295,0.13392046093940735
PDRF,101,164,4,True,False,-0.44176071882247925,4.014223575592041,0.17432455718517303,2.998779773712158,0.14911307394504547
PDRF,101,165,3,False,False,-0.05736280977725983,3.4694933891296387,0.15036539733409882,2.9997541904449463,0.15730921924114227
PDRF,101,167,3,False,False,0.21722100675106049,3.203885316848755,0.1296963095664978,2.9892988204956055,0.14581510424613953
PDRF,101,169,3,False,False,0.0046432167291641235,3.2667150497436523,0.131662055850029,2.999974250793457,0.14390213787555695
PDRF,101,170,4,True,False,-0.6836090087890625,2.0823252201080322,0.07614274322986603,2.9984209537506104,0.14271675050258636
PDRF,101,172,4,True,True,0.016278564929962158,2.1659059524536133,0.07404659688472748,2.9936771392822266,0.1293657124042511
PDRF,101,173,3,False,True,0.6435407996177673,3.034395217895508,0.12780004739761353,2.970076560974121,0.15751060843467712
PDRF,101,180,4,True,True,0.019484996795654297,2.334430694580078,0.06460778415203094,2.9999842643737793,0.09727074205875397
PDRF,101,181,3,False,True,0.3710159957408905,3.1236965656280518,0.13171015679836273,2.9923269748687744,0.15631018579006195
PDRF,101,183,3,False,True,0.5389593839645386,3.0126094818115234,0.17410698533058167,2.971278667449951,0.28811919689178467
PDRF,101,184,4,True,True,-0.2480878233909607,2.5305304527282715,0.09595105051994324,2.9919238090515137,0.14282043278217316
PDRF,101,185,3,False,False,-0.01347649097442627,3.109933853149414,0.09791681915521622,2.999943733215332,0.10437866300344467
PDRF,101,186,4,True,True,-0.02553117275238037,2.6415483951568604,0.07503683120012283,2.999743938446045,0.09685558825731277
PDRF,101,191,3,False,False,-0.12911823391914368,2.360121250152588,0.09441088140010834,2.9993696212768555,0.15681688487529755
PDRF,101,192,4,True,False,-0.5234174728393555,2.3256733417510986,0.06427942216396332,2.9999964237213135,0.09721261262893677
PDRF,101,194,4,True,True,-0.35236281156539917,2.922482490539551,0.0859500914812088,2.9916887283325195,0.09783153235912323
PDRF,101,201,5,True,False,-0.7281222939491272,3.6779046058654785,0.1578051745891571,2.9976484775543213,0.15151244401931763
PDRF,101,202,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,203,5,True,False,-0.5253005623817444,4.030752182006836,0.1416434347629547,2.9999992847442627,0.10862386971712112
PDRF,101,204,2,True,True,0.0040776729583740234,2.435615062713623,0.06920038163661957,2.9999804496765137,0.09925802052021027
PDRF,101,209,5,True,False,-0.4804131090641022,3.9609501361846924,0.18097493052482605,2.997056484222412,0.16307112574577332
PDRF,101,210,2,True,True,0.0002066493034362793,3.971160411834717,0.16102659702301025,2.9929215908050537,0.13456901907920837
PDRF,101,216,2,True,True,0.000695645809173584,3.170422077178955,0.0971067026257515,2.999999523162842,0.10002974420785904
PDRF,101,219,5,True,False,-0.8762356042861938,2.9390065670013428,0.11926336586475372,2.9969534873962402,0.15054000914096832
PDRF,101,220,2,True,True,0.03594022989273071,0.07086968421936035,0.0016071498394012451,2.9999539852142334,0.10008719563484192
PDRF,101,225,2,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,226,5,True,True,-0.25585371255874634,2.6503396034240723,0.08329711109399796,2.9998207092285156,0.1098499670624733
PDRF,101,229,2,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,233,5,True,False,-0.5792542695999146,3.081010580062866,0.09996228665113449,3.0,0.10889457911252975
PDRF,101,237,1,False,False,0.008250812068581581,2.135128974914551,0.08312924206256866,2.986891269683838,0.1546080857515335
PDRF,101,242,0,True,True,0.0020177364349365234,2.338059902191162,0.06964145600795746,2.9924521446228027,0.1064378172159195
PDRF,101,243,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,244,0,True,True,-0.05966174602508545,4.593863010406494,0.16652432084083557,2.9814186096191406,0.10635450482368469
PDRF,101,245,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,247,1,False,False,-0.39741069078445435,4.076728820800781,0.2324209213256836,2.9923300743103027,0.257093220949173
PDRF,101,248,0,True,True,0.0005884766578674316,4.223783016204834,0.14812056720256805,2.9976935386657715,0.10591776669025421
PDRF,101,251,1,True,False,-0.5621576309204102,4.075288772583008,0.14297246932983398,3.0,0.10781850665807724
PDRF,101,253,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,259,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,261,1,False,True,0.6902592182159424,2.571443557739258,0.07873847335577011,2.999819040298462,0.10724825412034988
PDRF,101,262,0,True,True,0.0028285980224609375,4.522815704345703,0.16363197565078735,2.9750285148620605,0.10693246871232986
PDRF,101,263,1,False,False,-0.29420360922813416,4.079631328582764,0.23191145062446594,2.9999403953552246,0.254878431558609
PDRF,101,265,1,True,True,0.4514346122741699,4.007479667663574,0.17870411276817322,2.9632229804992676,0.15582025051116943
PDRF,101,266,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,268,0,True,True,-0.4041379690170288,4.506673336029053,0.21145980060100555,2.9988205432891846,0.16179035604000092
PDRF,101,269,1,False,True,0.39900752902030945,3.0764970779418945,0.09919936209917068,2.977828025817871,0.1080746278166771
PDRF,101,271,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,272,0,True,True,-0.15488016605377197,4.56442928314209,0.2576097846031189,2.9998486042022705,0.24136656522750854
PDRF,101,275,1,True,False,-0.5646387934684753,4.1310200691223145,0.1460651159286499,2.999969244003296,0.10830085724592209
PDRF,101,276,0,True,True,-0.007640480995178223,4.656815528869629,0.1689748615026474,2.999741554260254,0.10573606193065643
PDRF,101,278,0,True,True,-0.0017194151878356934,4.602628707885742,0.16764314472675323,2.9896841049194336,0.10698337852954865
PDRF,101,286,0,True,True,-0.03531360626220703,4.557249069213867,0.1655426323413849,2.9668631553649902,0.10712646692991257
PDRF,101,287,1,True,False,-0.2293091118335724,4.063061714172363,0.14281311631202698,2.9947381019592285,0.10825531929731369
PDRF,101,288,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,289,1,True,False,-0.39554232358932495,4.080150604248047,0.14387726783752441,2.9981484413146973,0.10852862149477005
PDRF,101,294,4,False,False,-0.0680544376373291,4.082805633544922,0.17780859768390656,2.999427556991577,0.14873383939266205
PDRF,101,295,3,True,False,-0.2164522409439087,3.257735252380371,0.1045529693365097,2.999940872192383,0.10517562925815582
PDRF,101,296,4,True,True,0.055275917053222656,4.117969036102295,0.14410129189491272,2.9995038509368896,0.10690641403198242
PDRF,101,297,3,True,False,-0.10883134603500366,1.7024551630020142,0.047536104917526245,2.9999027252197266,0.10583266615867615
PDRF,101,300,4,True,True,-0.2793659567832947,2.7654647827148438,0.14742511510849,2.999993324279785,0.24252307415008545
PDRF,101,302,4,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,304,4,False,False,0.07907044887542725,4.150786876678467,0.23591944575309753,2.9999380111694336,0.25350502133369446
PDRF,101,305,3,True,True,0.06683194637298584,3.845297336578369,0.16417527198791504,2.9999921321868896,0.14771953225135803
PDRF,101,310,3,False,True,0.6902603507041931,4.315969467163086,0.15302203595638275,2.9994754791259766,0.10641615092754364
PDRF,101,312,4,True,False,-0.6081230640411377,3.8696937561035156,0.21319347620010376,2.998934268951416,0.23827329277992249
PDRF,101,313,3,False,True,0.2652074098587036,4.068476676940918,0.14104948937892914,2.999859094619751,0.10614247620105743
PDRF,101,315,3,False,True,0.37694230675697327,3.774388313293457,0.15759791433811188,2.999983310699463,0.1437506526708603
PDRF,101,316,4,True,True,0.21110385656356812,4.119475364685059,0.1790824979543686,2.999997615814209,0.1477331668138504
PDRF,101,321,4,True,False,-0.5444135665893555,3.8375353813171387,0.1273888647556305,2.999577045440674,0.10277394205331802
PDRF,101,322,3,False,False,-0.2588571012020111,0.7557909488677979,0.025225624442100525,2.999549388885498,0.1464233249425888
PDRF,101,323,4,True,False,-0.4224603772163391,3.6014537811279297,0.14624372124671936,2.9864468574523926,0.14036092162132263
PDRF,101,329,4,True,False,-0.3976658582687378,1.5385158061981201,0.04121331125497818,2.9999992847442627,0.10262275487184525
PDRF,101,330,3,True,True,-0.05251419544219971,3.2628021240234375,0.10954408347606659,2.609659433364868,0.1115507185459137
PDRF,101,332,3,True,True,-0.014459550380706787,3.739095687866211,0.12261316925287247,2.9994428157806396,0.10227898508310318
PDRF,101,333,4,True,True,-0.3129417896270752,2.459815502166748,0.07257287949323654,2.999999523162842,0.10370338708162308
PDRF,101,334,3,False,False,0.03128489851951599,4.313701629638672,0.15370787680149078,2.998229742050171,0.10719729959964752
PDRF,101,338,3,False,False,-0.0138816237449646,4.110565185546875,0.14046698808670044,2.999725103378296,0.10354360193014145
PDRF,101,342,3,False,False,0.01868494413793087,4.757137298583984,0.0,2.9999794960021973,1.0
PDRF,101,344,3,False,False,-0.019428640604019165,4.732658386230469,0.16714608669281006,2.999997615814209,0.10082259774208069
PDRF,101,348,0,True,True,-0.015534937381744385,4.215500831604004,0.1913735419511795,2.948016881942749,0.1572064310312271
PDRF,101,349,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,350,0,True,True,-0.019100546836853027,4.175342559814453,0.14922086894512177,2.8734982013702393,0.10938014090061188
PDRF,101,353,0,True,True,-0.059345245361328125,4.288599014282227,0.18420164287090302,2.9946579933166504,0.14233200252056122
PDRF,101,358,0,True,True,-0.14685356616973877,4.304596424102783,0.19546593725681305,2.9996633529663086,0.15585844218730927
PDRF,101,359,0,True,True,-0.04484760761260986,4.234018325805664,0.14911578595638275,2.9984636306762695,0.10642676055431366
PDRF,101,362,0,True,False,-0.9526479840278625,4.25166130065918,0.2410147339105606,2.9999773502349854,0.24981404840946198
PDRF,101,366,0,True,False,-0.5165948867797852,4.207136154174805,0.19156721234321594,2.9957611560821533,0.15814724564552307
PDRF,101,367,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,371,0,True,True,-0.014542818069458008,4.210365295410156,0.1468319445848465,2.99997615814209,0.10526417195796967
PDRF,101,372,0,True,True,0.0008197426795959473,4.247990131378174,0.1491115391254425,2.9996399879455566,0.10576137155294418
PDRF,101,373,0,True,False,-0.9363566040992737,4.237601280212402,0.24015729129314423,2.991523027420044,0.2498769611120224
PDRF,101,375,0,True,True,-0.04624980688095093,4.231515407562256,0.1926160305738449,2.9926810264587402,0.15767212212085724
PDRF,101,377,0,True,True,0.0031886696815490723,4.214329719543457,0.14760181307792664,2.9993042945861816,0.10584650188684464
PDRF,101,378,0,True,True,0.008798837661743164,3.7358932495117188,0.17554190754890442,2.509709596633911,0.17498663067817688
PDRF,101,379,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,381,0,True,True,0.0020342469215393066,4.248157501220703,0.18085603415966034,2.999994993209839,0.14092232286930084
PDRF,101,382,0,True,True,0.00048720836639404297,4.229530334472656,0.14836515486240387,2.9851632118225098,0.10589002072811127
PDRF,101,384,0,True,True,-0.041358768939971924,4.237001419067383,0.1794125735759735,2.998690605163574,0.13988322019577026
PDRF,101,387,0,True,True,-0.003336012363433838,4.212269306182861,0.14674711227416992,2.999903678894043,0.10509007424116135
PDRF,101,391,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,392,0,True,True,-0.07293444871902466,4.24185037612915,0.17941685020923615,2.9997925758361816,0.13956238329410553
PDRF,101,393,0,True,True,0.015304386615753174,4.188896179199219,0.1898725926876068,2.9694676399230957,0.15721747279167175
PDRF,101,394,0,True,True,-0.04765748977661133,4.231713771820068,0.14744944870471954,2.9962213039398193,0.10487733781337738
PDRF,101,395,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,396,0,True,True,0.010195374488830566,4.2270188331604,0.19281241297721863,2.9991378784179688,0.15830767154693604
PDRF,101,397,0,True,True,-0.2640036940574646,4.201666355133057,0.19013042747974396,2.998241424560547,0.15656442940235138
PDRF,101,398,0,True,True,-0.004023432731628418,4.243585586547852,0.23660247027873993,2.9999465942382812,0.2387353926897049
PDRF,101,399,0,True,True,0.004148721694946289,4.228424549102783,0.14781445264816284,2.9915003776550293,0.10539374500513077
PDRF,101,400,0,True,True,0.0004582405090332031,4.199822425842285,0.19036360085010529,2.97526478767395,0.15703736245632172
PDRF,101,401,0,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,405,0,True,False,-0.5408804416656494,4.211343765258789,0.1886923611164093,2.996990442276001,0.15381839871406555
PDRF,101,406,0,True,True,0.001822829246520996,4.246294975280762,0.1477012038230896,2.9999687671661377,0.10444699972867966
PDRF,101,407,0,True,True,-0.14881956577301025,4.003230571746826,0.14213044941425323,2.7587218284606934,0.11054189503192902
PDRF,101,409,1,True,False,-0.3755594491958618,4.167732238769531,0.24263229966163635,2.9999887943267822,0.27306893467903137
PDRF,101,410,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,411,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,413,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,417,1,True,True,0.0177423357963562,4.076150894165039,0.14742837846279144,2.9645495414733887,0.11251594126224518
PDRF,101,421,1,True,False,-0.6763603091239929,4.094420433044434,0.18591511249542236,2.9995856285095215,0.1592019498348236
PDRF,101,425,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,426,1,True,False,-0.6028605103492737,4.119379043579102,0.18820394575595856,2.996941566467285,0.1604757159948349
PDRF,101,427,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,430,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,433,1,True,False,-0.44903990626335144,4.1307830810546875,0.14953559637069702,2.986781597137451,0.11195383220911026
PDRF,101,436,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,438,1,True,False,-0.5073893070220947,4.112049102783203,0.2379665970802307,2.9999094009399414,0.268593430519104
PDRF,101,439,1,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,447,1,True,False,-0.5881069302558899,4.096405982971191,0.14784079790115356,2.9998841285705566,0.1119125485420227
PDRF,101,451,1,True,True,0.031281232833862305,4.105620384216309,0.23538970947265625,2.9991283416748047,0.26094183325767517
PDRF,101,452,1,True,True,0.34438157081604004,3.853508472442627,0.14265576004981995,2.744518280029297,0.1192702129483223
PDRF,101,456,1,True,False,-0.5923639535903931,4.108799457550049,0.14836707711219788,2.999983310699463,0.1118379607796669
PDRF,101,457,1,True,False,-0.553735613822937,3.7533109188079834,0.1778842657804489,2.645425319671631,0.17733724415302277
PDRF,101,459,1,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,460,1,True,False,-0.6003211736679077,4.1466779708862305,0.18502111732959747,2.999990940093994,0.1537630707025528
PDRF,101,462,1,True,False,-0.3026218116283417,4.113818168640137,0.1881657987833023,2.9994044303894043,0.1608814150094986
PDRF,101,463,1,True,False,-0.2920064330101013,4.127336025238037,0.15134355425834656,2.998591899871826,0.11406438797712326
PDRF,101,464,2,True,True,-0.006166219711303711,3.674178123474121,0.12025481462478638,2.999742031097412,0.10279935598373413
PDRF,101,470,2,True,True,0.004176139831542969,3.754514694213867,0.15761445462703705,2.9999990463256836,0.14525888860225677
PDRF,101,472,2,True,True,-0.0005013346672058105,3.7108943462371826,0.1566944271326065,3.0,0.14725817739963531
PDRF,101,474,2,True,True,-0.004220783710479736,3.780855894088745,0.12649913132190704,2.974255084991455,0.10455992817878723
PDRF,101,477,2,True,True,-0.009658575057983398,3.7421953678131104,0.12379396706819534,2.9999818801879883,0.10344559699296951
PDRF,101,479,2,True,True,-0.08339947462081909,0.005806088447570801,0.0003018677234649658,-0.7308154702186584,0.2947928011417389
PDRF,101,483,2,True,True,-0.05489760637283325,3.510629653930664,0.11349223554134369,2.9998130798339844,0.10308997333049774
PDRF,101,485,2,True,True,-0.0012847185134887695,3.3984642028808594,0.14053277671337128,2.9481544494628906,0.14742572605609894
PDRF,101,489,2,True,True,-0.27290451526641846,3.520739793777466,0.1531085968017578,2.9862561225891113,0.15732139348983765
PDRF,101,493,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,494,2,True,True,-0.013968944549560547,3.4705734252929688,0.1390608847141266,2.9999988079071045,0.13955798745155334
PDRF,101,495,2,True,True,-0.006966114044189453,3.280663251876831,0.1357254981994629,2.8324475288391113,0.14939025044441223
PDRF,101,500,2,True,True,-0.21617752313613892,3.330390691757202,0.10569094121456146,2.9995388984680176,0.10276862978935242
PDRF,101,501,2,True,True,-0.4419291615486145,3.5706300735473633,0.19102321565151215,2.9999923706054688,0.22812525928020477
PDRF,101,504,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,507,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,508,2,True,True,-0.011574864387512207,2.2564003467559814,0.08024094998836517,1.7774035930633545,0.13490013778209686
PDRF,101,510,2,True,False,-0.8117085695266724,3.4711315631866455,0.2011432945728302,2.999983310699463,0.2812827527523041
PDRF,101,511,2,True,True,-0.05694633722305298,3.403717041015625,0.13981086015701294,2.9997496604919434,0.1458648443222046
PDRF,101,514,2,True,True,-0.01778966188430786,3.5440382957458496,0.14695602655410767,2.978123664855957,0.14576372504234314
PDRF,101,519,2,True,True,-0.0038001537322998047,3.4610512256622314,0.1120942234992981,2.984927177429199,0.10394047200679779
PDRF,101,521,2,True,True,0.003076314926147461,3.364128351211548,0.10744117200374603,2.9997007846832275,0.10321396589279175
PDRF,101,522,2,True,True,-0.005799412727355957,3.6115188598632812,0.1583193987607956,2.9999589920043945,0.15785039961338043
PDRF,101,524,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,530,2,True,True,-0.021593928337097168,3.6355791091918945,0.20692884922027588,2.99393892288208,0.26397383213043213
PDRF,101,531,2,True,True,-0.07749807834625244,3.513688802719116,0.14252212643623352,2.984689950942993,0.14146006107330322
PDRF,101,532,2,True,True,0.0009502172470092773,3.6293091773986816,0.14864923059940338,2.997741460800171,0.1417670100927353
PDRF,101,533,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,535,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,539,2,True,True,-0.001992523670196533,3.8220713138580322,0.1269083470106125,2.999940872192383,0.10299617052078247
PDRF,101,543,2,True,True,0.0020315051078796387,3.915881633758545,0.1318584680557251,2.999915599822998,0.10381847620010376
PDRF,101,551,2,True,True,-0.014689445495605469,3.7860608100891113,0.1261029839515686,2.999995708465576,0.10386341065168381
PDRF,101,556,2,True,True,-0.059908151626586914,3.8456950187683105,0.1627671867609024,2.9993185997009277,0.14570416510105133
PDRF,101,557,2,True,True,0.0,0.0,0.0,-1.2469663619995117,0.0
PDRF,101,559,2,True,True,0.002248048782348633,3.7905514240264893,0.1266617774963379,2.9983773231506348,0.10426215082406998
PDRF,101,560,2,True,True,-0.00051116943359375,3.7517266273498535,0.20401792228221893,2.999969005584717,0.2331589013338089
PDRF,101,562,2,True,True,-0.008844554424285889,3.669100284576416,0.12100372463464737,2.999633550643921,0.10390662401914597
PDRF,101,564,3,False,False,-0.009366095997393131,3.6356539726257324,0.15233662724494934,2.989727258682251,0.14667463302612305
PDRF,101,569,3,False,False,-0.01901078224182129,3.6372218132019043,0.14806799590587616,2.9974141120910645,0.14035020768642426
PDRF,101,570,3,False,False,-0.017154064029455185,3.5936098098754883,0.11701413244009018,2.9795446395874023,0.10306816548109055
PDRF,101,572,3,False,False,0.19027245044708252,3.593567371368408,0.19647261500358582,2.9994513988494873,0.2391546368598938
PDRF,101,573,3,False,False,0.012723799794912338,3.621791124343872,0.1541447788476944,2.999901294708252,0.15048731863498688
PDRF,101,575,3,False,False,-0.07685760408639908,3.5599122047424316,0.15208861231803894,2.9676218032836914,0.15236961841583252
PDRF,101,579,3,False,False,-0.007627528160810471,3.539428234100342,0.1378769427537918,2.9818272590637207,0.13290445506572723
PDRF,101,583,3,False,True,0.644512951374054,3.6283953189849854,0.14207135140895844,2.9952192306518555,0.13260401785373688
PDRF,101,585,3,False,False,-0.0027916207909584045,3.623994827270508,0.21276506781578064,2.998401641845703,0.2905218303203583
PDRF,101,586,3,False,True,0.6694850325584412,3.422253370285034,0.13431130349636078,2.8827192783355713,0.1360904425382614
PDRF,101,587,3,False,False,-0.004014402627944946,3.699305534362793,0.11885040998458862,2.99997878074646,0.10000379383563995
PDRF,101,589,3,False,False,0.0,0.0,0.0,-1.2469663619995117,0.0
