dataset,task,split,within_split_index,source_index,stable_cycle_index,class_value,batch_or_cycle,guard
hydraulic,cooler,train,231,457,231,3,457,False
hydraulic,cooler,train,232,458,232,3,458,False
hydraulic,cooler,train,233,459,233,3,459,False
hydraulic,cooler,train,234,460,234,3,460,False
hydraulic,cooler,train,235,461,235,3,461,False
hydraulic,cooler,train,236,462,236,3,462,False
hydraulic,cooler,train,237,463,237,3,463,False
hydraulic,cooler,train,238,464,238,3,464,False
hydraulic,cooler,train,239,465,239,3,465,False
hydraulic,cooler,train,240,477,240,3,477,False
hydraulic,cooler,train,241,478,241,3,478,False
hydraulic,cooler,train,242,479,242,3,479,False
hydraulic,cooler,train,243,480,243,3,480,False
hydraulic,cooler,train,244,481,244,3,481,False
hydraulic,cooler,train,245,482,245,3,482,False
hydraulic,cooler,train,246,483,246,3,483,False
hydraulic,cooler,train,247,484,247,3,484,False
hydraulic,cooler,train,248,485,248,3,485,False
hydraulic,cooler,train,249,486,249,3,486,False
hydraulic,cooler,train,250,487,250,3,487,False
hydraulic,cooler,train,251,488,251,3,488,False
hydraulic,cooler,train,252,489,252,3,489,False
hydraulic,cooler,train,253,490,253,3,490,False
hydraulic,cooler,train,254,491,254,3,491,False
hydraulic,cooler,train,255,492,255,3,492,False
hydraulic,cooler,train,256,493,256,3,493,False
hydraulic,cooler,train,257,494,257,3,494,False
hydraulic,cooler,train,258,495,258,3,495,False
hydraulic,cooler,train,259,496,259,3,496,False
hydraulic,cooler,train,260,497,260,3,497,False
hydraulic,cooler,train,261,498,261,3,498,False
hydraulic,cooler,train,262,499,262,3,499,False
hydraulic,cooler,train,263,500,263,3,500,False
hydraulic,cooler,train,264,501,264,3,501,False
hydraulic,cooler,train,265,502,265,3,502,False
hydraulic,cooler,train,266,503,266,3,503,False
hydraulic,cooler,train,267,504,267,3,504,False
hydraulic,cooler,train,268,505,268,3,505,False
hydraulic,cooler,train,269,506,269,3,506,False
hydraulic,cooler,train,270,507,270,3,507,False
hydraulic,cooler,train,271,508,271,3,508,False
hydraulic,cooler,train,272,509,272,3,509,False
hydraulic,cooler,train,273,510,273,3,510,False
hydraulic,cooler,train,274,511,274,3,511,False
hydraulic,cooler,train,275,512,275,3,512,False
hydraulic,cooler,train,276,513,276,3,513,False
hydraulic,cooler,train,277,514,277,3,514,False
hydraulic,cooler,train,278,515,278,3,515,False
hydraulic,cooler,train,279,943,480,20,943,False
hydraulic,cooler,train,280,944,481,20,944,False
hydraulic,cooler,train,281,945,482,20,945,False
hydraulic,cooler,train,282,946,483,20,946,False
hydraulic,cooler,train,283,947,484,20,947,False
hydraulic,cooler,train,284,948,485,20,948,False
hydraulic,cooler,train,285,949,486,20,949,False
hydraulic,cooler,train,286,950,487,20,950,False
hydraulic,cooler,train,287,951,488,20,951,False
hydraulic,cooler,train,288,952,489,20,952,False
hydraulic,cooler,train,289,953,490,20,953,False
hydraulic,cooler,train,290,954,491,20,954,False
hydraulic,cooler,train,291,955,492,20,955,False
hydraulic,cooler,train,292,956,493,20,956,False
hydraulic,cooler,train,293,957,494,20,957,False
hydraulic,cooler,train,294,958,495,20,958,False
hydraulic,cooler,train,295,959,496,20,959,False
hydraulic,cooler,train,296,960,497,20,960,False
hydraulic,cooler,train,297,961,498,20,961,False
hydraulic,cooler,train,298,962,499,20,962,False
hydraulic,cooler,train,299,963,500,20,963,False
hydraulic,cooler,train,300,964,501,20,964,False
hydraulic,cooler,train,301,965,502,20,965,False
hydraulic,cooler,train,302,966,503,20,966,False
hydraulic,cooler,train,303,967,504,20,967,False
hydraulic,cooler,train,304,968,505,20,968,False
hydraulic,cooler,train,305,969,506,20,969,False
hydraulic,cooler,train,306,970,507,20,970,False
hydraulic,cooler,train,307,971,508,20,971,False
hydraulic,cooler,train,308,972,509,20,972,False
hydraulic,cooler,train,309,973,510,20,973,False
hydraulic,cooler,train,310,974,511,20,974,False
hydraulic,cooler,train,311,975,512,20,975,False
hydraulic,cooler,train,312,976,513,20,976,False
hydraulic,cooler,train,313,977,514,20,977,False
hydraulic,cooler,train,314,978,515,20,978,False
hydraulic,cooler,train,315,979,516,20,979,False
hydraulic,cooler,train,316,980,517,20,980,False
hydraulic,cooler,train,317,981,518,20,981,False
hydraulic,cooler,train,318,982,519,20,982,False
hydraulic,cooler,train,319,984,520,20,984,False
hydraulic,cooler,train,320,985,521,20,985,False
hydraulic,cooler,train,321,986,522,20,986,False
hydraulic,cooler,train,322,987,523,20,987,False
hydraulic,cooler,train,323,988,524,20,988,False
hydraulic,cooler,train,324,989,525,20,989,False
hydraulic,cooler,train,325,990,526,20,990,False
hydraulic,cooler,train,326,991,527,20,991,False
hydraulic,cooler,train,327,992,528,20,992,False
hydraulic,cooler,train,328,993,529,20,993,False
hydraulic,cooler,train,329,994,530,20,994,False
hydraulic,cooler,train,330,995,531,20,995,False
hydraulic,cooler,train,331,996,532,20,996,False
hydraulic,cooler,train,332,997,533,20,997,False
hydraulic,cooler,train,333,998,534,20,998,False
hydraulic,cooler,train,334,999,535,20,999,False
hydraulic,cooler,train,335,1000,536,20,1000,False
hydraulic,cooler,train,336,1001,537,20,1001,False
hydraulic,cooler,train,337,1002,538,20,1002,False
hydraulic,cooler,train,338,1003,539,20,1003,False
hydraulic,cooler,train,339,1004,540,20,1004,False
hydraulic,cooler,train,340,1005,541,20,1005,False
hydraulic,cooler,train,341,1006,542,20,1006,False
hydraulic,cooler,train,342,1007,543,20,1007,False
hydraulic,cooler,train,343,1008,544,20,1008,False
hydraulic,cooler,train,344,1009,545,20,1009,False
hydraulic,cooler,train,345,1010,546,20,1010,False
hydraulic,cooler,train,346,1011,547,20,1011,False
hydraulic,cooler,train,347,1012,548,20,1012,False
hydraulic,cooler,train,348,1013,549,20,1013,False
hydraulic,cooler,train,349,1014,550,20,1014,False
hydraulic,cooler,train,350,1015,551,20,1015,False
hydraulic,cooler,train,351,1016,552,20,1016,False
hydraulic,cooler,train,352,1017,553,20,1017,False
hydraulic,cooler,train,353,1018,554,20,1018,False
hydraulic,cooler,train,354,1019,555,20,1019,False
hydraulic,cooler,train,355,1020,556,20,1020,False
hydraulic,cooler,train,356,1021,557,20,1021,False
hydraulic,cooler,train,357,1022,558,20,1022,False
hydraulic,cooler,train,358,1023,559,20,1023,False
hydraulic,cooler,train,359,1025,560,20,1025,False
hydraulic,cooler,train,360,1026,561,20,1026,False
hydraulic,cooler,train,361,1027,562,20,1027,False
hydraulic,cooler,train,362,1028,563,20,1028,False
hydraulic,cooler,train,363,1029,564,20,1029,False
hydraulic,cooler,train,364,1030,565,20,1030,False
hydraulic,cooler,train,365,1031,566,20,1031,False
hydraulic,cooler,train,366,1032,567,20,1032,False
hydraulic,cooler,train,367,1033,568,20,1033,False
hydraulic,cooler,train,368,1034,569,20,1034,False
hydraulic,cooler,train,369,1035,570,20,1035,False
hydraulic,cooler,train,370,1036,571,20,1036,False
hydraulic,cooler,train,371,1037,572,20,1037,False
hydraulic,cooler,train,372,1038,573,20,1038,False
hydraulic,cooler,train,373,1039,574,20,1039,False
hydraulic,cooler,train,374,1040,575,20,1040,False
hydraulic,cooler,train,375,1041,576,20,1041,False
hydraulic,cooler,train,376,1042,577,20,1042,False
hydraulic,cooler,train,377,1043,578,20,1043,False
hydraulic,cooler,train,378,1044,579,20,1044,False
hydraulic,cooler,train,379,1045,580,20,1045,False
hydraulic,cooler,train,380,1046,581,20,1046,False
hydraulic,cooler,train,381,1047,582,20,1047,False
hydraulic,cooler,train,382,1048,583,20,1048,False
hydraulic,cooler,train,383,1049,584,20,1049,False
hydraulic,cooler,train,384,1050,585,20,1050,False
hydraulic,cooler,train,385,1051,586,20,1051,False
hydraulic,cooler,train,386,1052,587,20,1052,False
hydraulic,cooler,train,387,1053,588,20,1053,False
hydraulic,cooler,train,388,1054,589,20,1054,False
hydraulic,cooler,train,389,1055,590,20,1055,False
hydraulic,cooler,train,390,1056,591,20,1056,False
hydraulic,cooler,train,391,1057,592,20,1057,False
hydraulic,cooler,train,392,1058,593,20,1058,False
hydraulic,cooler,train,393,1059,594,20,1059,False
hydraulic,cooler,train,394,1060,595,20,1060,False
hydraulic,cooler,train,395,1061,596,20,1061,False
hydraulic,cooler,train,396,1062,597,20,1062,False
hydraulic,cooler,train,397,1063,598,20,1063,False
hydraulic,cooler,train,398,1064,599,20,1064,False
hydraulic,cooler,train,399,1076,600,20,1076,False
hydraulic,cooler,train,400,1077,601,20,1077,False
hydraulic,cooler,train,401,1078,602,20,1078,False
hydraulic,cooler,train,402,1079,603,20,1079,False
hydraulic,cooler,train,403,1080,604,20,1080,False
hydraulic,cooler,train,404,1081,605,20,1081,False
hydraulic,cooler,train,405,1082,606,20,1082,False
hydraulic,cooler,train,406,1083,607,20,1083,False
hydraulic,cooler,train,407,1084,608,20,1084,False
hydraulic,cooler,train,408,1085,609,20,1085,False
hydraulic,cooler,train,409,1086,610,20,1086,False
hydraulic,cooler,train,410,1087,611,20,1087,False
hydraulic,cooler,train,411,1088,612,20,1088,False
hydraulic,cooler,train,412,1089,613,20,1089,False
hydraulic,cooler,train,413,1090,614,20,1090,False
hydraulic,cooler,train,414,1091,615,20,1091,False
hydraulic,cooler,train,415,1092,616,20,1092,False
hydraulic,cooler,train,416,1093,617,20,1093,False
hydraulic,cooler,train,417,1094,618,20,1094,False
hydraulic,cooler,train,418,1095,619,20,1095,False
hydraulic,cooler,train,419,1096,620,20,1096,False
hydraulic,cooler,train,420,1097,621,20,1097,False
hydraulic,cooler,train,421,1098,622,20,1098,False
hydraulic,cooler,train,422,1099,623,20,1099,False
hydraulic,cooler,train,423,1100,624,20,1100,False
hydraulic,cooler,train,424,1101,625,20,1101,False
hydraulic,cooler,train,425,1102,626,20,1102,False
hydraulic,cooler,train,426,1103,627,20,1103,False
hydraulic,cooler,train,427,1104,628,20,1104,False
hydraulic,cooler,train,428,1105,629,20,1105,False
hydraulic,cooler,train,429,1106,630,20,1106,False
hydraulic,cooler,train,430,1107,631,20,1107,False
hydraulic,cooler,train,431,1108,632,20,1108,False
hydraulic,cooler,train,432,1109,633,20,1109,False
hydraulic,cooler,train,433,1110,634,20,1110,False
hydraulic,cooler,train,434,1111,635,20,1111,False
hydraulic,cooler,train,435,1112,636,20,1112,False
hydraulic,cooler,train,436,1113,637,20,1113,False
hydraulic,cooler,train,437,1114,638,20,1114,False
hydraulic,cooler,train,438,1115,639,20,1115,False
hydraulic,cooler,train,439,1117,640,20,1117,False
hydraulic,cooler,train,440,1118,641,20,1118,False
hydraulic,cooler,train,441,1119,642,20,1119,False
hydraulic,cooler,train,442,1120,643,20,1120,False
hydraulic,cooler,train,443,1121,644,20,1121,False
hydraulic,cooler,train,444,1122,645,20,1122,False
hydraulic,cooler,train,445,1123,646,20,1123,False
hydraulic,cooler,train,446,1124,647,20,1124,False
hydraulic,cooler,train,447,1125,648,20,1125,False
hydraulic,cooler,train,448,1126,649,20,1126,False
hydraulic,cooler,train,449,1127,650,20,1127,False
hydraulic,cooler,train,450,1128,651,20,1128,False
hydraulic,cooler,train,451,1129,652,20,1129,False
hydraulic,cooler,train,452,1130,653,20,1130,False
hydraulic,cooler,train,453,1131,654,20,1131,False
hydraulic,cooler,train,454,1132,655,20,1132,False
hydraulic,cooler,train,455,1133,656,20,1133,False
hydraulic,cooler,train,456,1134,657,20,1134,False
hydraulic,cooler,train,457,1135,658,20,1135,False
hydraulic,cooler,train,458,1136,659,20,1136,False
hydraulic,cooler,train,459,1137,660,20,1137,False
hydraulic,cooler,train,460,1138,661,20,1138,False
hydraulic,cooler,train,461,1139,662,20,1139,False
hydraulic,cooler,train,462,1140,663,20,1140,False
hydraulic,cooler,train,463,1141,664,20,1141,False
hydraulic,cooler,train,464,1142,665,20,1142,False
hydraulic,cooler,train,465,1143,666,20,1143,False
hydraulic,cooler,train,466,1144,667,20,1144,False
hydraulic,cooler,train,467,1145,668,20,1145,False
hydraulic,cooler,train,468,1146,669,20,1146,False
hydraulic,cooler,train,469,1147,670,20,1147,False
hydraulic,cooler,train,470,1148,671,20,1148,False
hydraulic,cooler,train,471,1149,672,20,1149,False
hydraulic,cooler,train,472,1150,673,20,1150,False
hydraulic,cooler,train,473,1151,674,20,1151,False
hydraulic,cooler,train,474,1152,675,20,1152,False
hydraulic,cooler,train,475,1153,676,20,1153,False
hydraulic,cooler,train,476,1154,677,20,1154,False
hydraulic,cooler,train,477,1155,678,20,1155,False
hydraulic,cooler,train,478,1156,679,20,1156,False
hydraulic,cooler,train,479,1158,680,20,1158,False
hydraulic,cooler,train,480,1159,681,20,1159,False
hydraulic,cooler,train,481,1160,682,20,1160,False
hydraulic,cooler,train,482,1161,683,20,1161,False
hydraulic,cooler,train,483,1162,684,20,1162,False
hydraulic,cooler,train,484,1163,685,20,1163,False
hydraulic,cooler,train,485,1164,686,20,1164,False
hydraulic,cooler,train,486,1165,687,20,1165,False
hydraulic,cooler,train,487,1166,688,20,1166,False
hydraulic,cooler,train,488,1167,689,20,1167,False
hydraulic,cooler,train,489,1168,690,20,1168,False
hydraulic,cooler,train,490,1169,691,20,1169,False
hydraulic,cooler,train,491,1170,692,20,1170,False
hydraulic,cooler,train,492,1171,693,20,1171,False
hydraulic,cooler,train,493,1172,694,20,1172,False
hydraulic,cooler,train,494,1173,695,20,1173,False
hydraulic,cooler,train,495,1174,696,20,1174,False
hydraulic,cooler,train,496,1175,697,20,1175,False
hydraulic,cooler,train,497,1176,698,20,1176,False
hydraulic,cooler,train,498,1177,699,20,1177,False
hydraulic,cooler,train,499,1178,700,20,1178,False
hydraulic,cooler,train,500,1179,701,20,1179,False
hydraulic,cooler,train,501,1180,702,20,1180,False
hydraulic,cooler,train,502,1181,703,20,1181,False
hydraulic,cooler,train,503,1182,704,20,1182,False
hydraulic,cooler,train,504,1183,705,20,1183,False
hydraulic,cooler,train,505,1184,706,20,1184,False
hydraulic,cooler,train,506,1185,707,20,1185,False
hydraulic,cooler,train,507,1186,708,20,1186,False
hydraulic,cooler,train,508,1187,709,20,1187,False
hydraulic,cooler,train,509,1188,710,20,1188,False
hydraulic,cooler,train,510,1189,711,20,1189,False
hydraulic,cooler,train,511,1190,712,20,1190,False
hydraulic,cooler,train,512,1191,713,20,1191,False
hydraulic,cooler,train,513,1192,714,20,1192,False
hydraulic,cooler,train,514,1193,715,20,1193,False
hydraulic,cooler,train,515,1194,716,20,1194,False
hydraulic,cooler,train,516,1195,717,20,1195,False
hydraulic,cooler,train,517,1196,718,20,1196,False
hydraulic,cooler,train,518,1197,719,20,1197,False
hydraulic,cooler,train,519,1209,720,20,1209,False
hydraulic,cooler,train,520,1210,721,20,1210,False
hydraulic,cooler,train,521,1211,722,20,1211,False
hydraulic,cooler,train,522,1212,723,20,1212,False
hydraulic,cooler,train,523,1213,724,20,1213,False
hydraulic,cooler,train,524,1214,725,20,1214,False
hydraulic,cooler,train,525,1215,726,20,1215,False
hydraulic,cooler,train,526,1216,727,20,1216,False
hydraulic,cooler,train,527,1217,728,20,1217,False
hydraulic,cooler,train,528,1218,729,20,1218,False
hydraulic,cooler,train,529,1219,730,20,1219,False
hydraulic,cooler,train,530,1220,731,20,1220,False
hydraulic,cooler,train,531,1221,732,20,1221,False
hydraulic,cooler,train,532,1222,733,20,1222,False
hydraulic,cooler,train,533,1223,734,20,1223,False
hydraulic,cooler,train,534,1224,735,20,1224,False
hydraulic,cooler,train,535,1225,736,20,1225,False
hydraulic,cooler,train,536,1226,737,20,1226,False
hydraulic,cooler,train,537,1227,738,20,1227,False
hydraulic,cooler,train,538,1228,739,20,1228,False
hydraulic,cooler,train,539,1229,740,20,1229,False
hydraulic,cooler,train,540,1230,741,20,1230,False
hydraulic,cooler,train,541,1231,742,20,1231,False
hydraulic,cooler,train,542,1232,743,20,1232,False
hydraulic,cooler,train,543,1233,744,20,1233,False
hydraulic,cooler,train,544,1234,745,20,1234,False
hydraulic,cooler,train,545,1235,746,20,1235,False
hydraulic,cooler,train,546,1236,747,20,1236,False
hydraulic,cooler,train,547,1237,748,20,1237,False
hydraulic,cooler,train,548,1238,749,20,1238,False
hydraulic,cooler,train,549,1239,750,20,1239,False
hydraulic,cooler,train,550,1240,751,20,1240,False
hydraulic,cooler,train,551,1241,752,20,1241,False
hydraulic,cooler,train,552,1242,753,20,1242,False
hydraulic,cooler,train,553,1243,754,20,1243,False
hydraulic,cooler,train,554,1244,755,20,1244,False
hydraulic,cooler,train,555,1245,756,20,1245,False
hydraulic,cooler,train,556,1246,757,20,1246,False
hydraulic,cooler,train,557,1247,758,20,1247,False
hydraulic,cooler,train,558,1675,960,100,1675,False
hydraulic,cooler,train,559,1676,961,100,1676,False
